name,code,city_code,state_code,country_code
Mao Airport,AMO,,TD-KA,TD
Faya Largeau Airport,FYT,,TD-BET,TD
Fulleborn Airport,FUB,,PG-EBR,PG
Bumi Airport,BZH,,ZW-MW,ZW
Joshua Mqabuko Nkomo International Airport,BUQ,BUQ,ZW-BU,ZW
Chipinge Airport,CHJ,,ZW-MA,ZW
Buffalo Range Airport,BFO,,ZW-MV,ZW
Victoria Falls International Airport,VFA,,ZW-MN,ZW
Harare International Airport,HRE,HRE,ZW-HA,ZW
Kariba International Airport,KAB,,ZW-MW,ZW
Mahenye Airport,MJW,,ZW-MA,ZW
Mutare Airport,UTA,,ZW-MA,ZW
Masvingo International Airport,MVZ,,ZW-MV,ZW
Thornhill Air Base,GWE,,ZW-MI,ZW
Hwange National Park Airport,HWN,,ZW-MN,ZW
Hwange Airport,WKI,,ZW-MN,ZW
Chelinda Malawi Airport,CEH,,MW-RU,MW
Chileka International Airport,BLZ,BLZ,MW-BL,MW
Club Makokola Airport,CMK,,MW-MG,MW
Dwangwa Airport,DWA,,MW-NK,MW
Karonga Airport,KGJ,,MW-KR,MW
Kasungu Airport,KBQ,,MW-KS,MW
Lilongwe International Airport,LLW,LLW,MW-LI,MW
Likoma Island Airport,LIX,,MW-LK,MW
Mangochi Airport,MAI,,MW-MG,MW
Monkey Bay Airport,MYZ,,MW-MG,MW
Salima Airport,LMB,,MW-SA,MW
Mzuzu Airport,ZZU,,MW-MZ,MW
Lebakeng Airport,LEF,,LS-H,LS
Leribe Airport,LRB,,LS-C,LS
Lesobeng Airport,LES,,LS-F,LS
Flaxman Island Airstrip,FXM,,US-AK,US
Mafeteng Airport,MFC,,LS-E,LS
Mokhotlong Airport,MKH,,LS-J,LS
Moshoeshoe I International Airport,MSU,,LS-A,LS
Nkaus Airport,NKU,,LS-F,LS
Pelaneng Airport,PEL,,LS-C,LS
Quthing Airport,UTG,,LS-G,LS
Qacha's Nek Airport,UNE,,LS-H,LS
Sehonghong Airport,SHK,,LS-K,LS
Sekakes Airport,SKQ,,LS-H,LS
Semonkong Airport,SOK,,LS-A,LS
Seshutes Airport,SHZ,,LS-C,LS
Thaba-Tseka Airport,THB,,LS-K,LS
Tlokoeng Airport,TKO,,LS-J,LS
Ai-Ais Airport,AIW,,NA-KU,NA
Arandis Airport,ADI,,NA-ER,NA
Gobabis Airport,GOG,,NA-OH,NA
Grootfontein Airport,GFY,,NA-OD,NA
Halali Airport,HAL,,NA-OT,NA
Karasburg Airport,KAS,,NA-KA,NA
Katima Mulilo Airport,MPA,,NA-CA,NA
Keetmanshoop Airport,KMP,,NA-KA,NA
Lianshulu Airport,LHU,,NA-CA,NA
Luderitz Airport,LUD,LUD,NA-KA,NA
Mount Etjo Airport,MJO,,NA-OD,NA
Midgard Airport,MQG,,NA-OD,NA
Mokuti Lodge Airport,OKU,,NA-OT,NA
Namutoni Airport,NNI,,NA-KU,NA
Ondangwa Airport,OND,,NA-OT,NA
Omega Airport,OMG,,NA-OK,NA
Oranjemund Airport,OMD,,NA-KA,NA
Okaukuejo Airport,OKF,,NA-KU,NA
Oshakati Airport,OHI,,NA-ON,NA
Otjiwarongo Airport,OTJ,,NA-OH,NA
Rundu Airport,NDU,,NA-OK,NA
Skorpion Mine Airport,RHN,,NA-KA,NA
Swakopmund Airport,SWP,,NA-ER,NA
Sesriem Airstrip,SZM,,NA-HA,NA
Terrace Bay Airport,TCY,,NA-KU,NA
Tsumeb Airport,TSB,,NA-OT,NA
Walvis Bay Airport,WVB,,NA-ER,NA
Eros Airport,ERS,WDH,NA-KH,NA
Hosea Kutako International Airport,WDH,WDH,NA-KH,NA
Ndjili International Airport,FIH,,CD-KN,CD
Ndolo Airport,NLO,,CD-KN,CD
Muanda Airport,MNB,,CD-BC,CD
Boma Airport,BOA,,CD-BC,CD
Luozi Airport,LZI,,CD-BC,CD
Tshimpi Airport,MAT,,CD-BC,CD
N'Kolo-Fuma Airport,NKL,,CD-BC,CD
Inongo Airport,INO,,CD-BN,CD
Nioki Airport,NIO,,CD-BN,CD
Bandundu Airport,FDU,,CD-BN,CD
Basango Mboliasa Airport,KRZ,,CD-BN,CD
Kikwit Airport,KKW,,CD-BN,CD
Idiofa Airport,IDF,,CD-BN,CD
Lusanga Airport,LUS,,CD-BN,CD
Masi Manimba Airport,MSM,,CD-BN,CD
Mbandaka Airport,MDK,MDK,CD-EQ,CD
Basankusu Airport,BSU,,CD-EQ,CD
Libenge Airport,LIE,,CD-EQ,CD
Gbadolite Airport,BDT,,CD-EQ,CD
Gemena Airport,GMA,GMA,CD-EQ,CD
Kotakoli Airport,KLI,,CD-EQ,CD
Bumbar Airport,BMB,,CD-EQ,CD
Lisala Airport,LIQ,,CD-EQ,CD
Boende Airport,BNB,,CD-EQ,CD
Ikela Airport,IKL,,CD-EQ,CD
Bangoka International Airport,FKI,FKI,CD-OR,CD
Yangambi Airport,YAN,,CD-OR,CD
Matari Airport,IRP,IRP,CD-OR,CD
Bunia Airport,BUX,,CD-OR,CD
Buta Zega Airport,BZU,,CD-OR,CD
Bukavu Kavumu Airport,BKY,,CD-SK,CD
Rughenda Airfield,RUE,,CD-NK,CD
Goma International Airport,GOM,GOM,CD-NK,CD
Beni Airport,BNC,,CD-NK,CD
Kindu Airport,KND,KND,CD-MA,CD
Kinkungwa Airport,KLY,,CD-MA,CD
Punia Airport,PUN,,CD-MA,CD
Lubumbashi International Airport,FBM,FBM,CD-KA,CD
Pweto Airport,PWO,,CD-KA,CD
Kasenga Airport,KEC,,CD-KA,CD
Kolwezi Airport,KWZ,,CD-KA,CD
Manono Airport,MNO,,CD-KA,CD
Moba Airport,BDV,,CD-KA,CD
Kalemie Airport,FMI,,CD-KA,CD
Kabalo Airport,KBO,,CD-KA,CD
Kongolo Airport,KOO,,CD-KA,CD
Kamina Base Airport,KMN,,CD-KA,CD
Kapanga Airport,KAP,,CD-KA,CD
Kaniama Airport,KNM,,CD-KA,CD
Kananga Airport,KGA,KGA,CD-KW,CD
Luiza Airport,LZA,,CD-KW,CD
Tshikapa Airport,TSH,,CD-KW,CD
Lodja Airport,LJA,,CD-KE,CD
Lusambo Airport,LBO,,CD-KE,CD
Mweka Airport,MEW,,CD-KW,CD
Basongo Airport,BAN,,CD-KW,CD
Ilebo Airport,PFR,,CD-KW,CD
Mbuji Mayi Airport,MJM,MJM,CD-KE,CD
Gandajika Airport,GDJ,,CD-KE,CD
Tunta Airport,KBN,,CD-KE,CD
Akieni Airport,AKE,,GA-2,GA
Gamba Airport,GAX,,GA-8,GA
Gabbs Airport,GAB,,US-NV,US
Senou Airport,BKO,BKO,ML-2,ML
Goundam Airport,GUD,,ML-6,ML
Gao Airport,GAQ,,ML-7,ML
Kenieba Airport,KNZ,,ML-1,ML
Koutiala Airport,KTX,,ML-3,ML
Kayes Dag Dag Airport,KYS,,ML-1,ML
Mopti Airport,MZI,,ML-5,ML
Nara Airport,NRM,,ML-2,ML
Nioro du Sahel Airport,NIX,,ML-1,ML
Sikasso Airport,KSS,,ML-3,ML
Timbuktu Airport,TOM,,ML-7,ML
Yélimané Airport,EYL,,ML-1,ML
Guasopa Airport,GAZ,,PG-MBA,PG
Hoy/Longhope Airfield,HOY,,GB-SCT,GB
Dornoch Airport,DOC,,GB-SCT,GB
Flotta Isle Airport,FLH,,GB-SCT,GB
Foula Airport,FOA,,GB-SCT,GB
Outer Skerries Airport,OUK,,GB-SCT,GB
Papa Stour Airport,PSV,,GB-SCT,GB
Glenforsa Airfield,ULL,,GB-SCT,GB
Banjul International Airport,BJL,BJL,GM-W,GM
Fuerteventura Airport,FUE,,ES-CN,ES
La Gomera Airport,GMZ,,ES-CN,ES
Hierro Airport,VDE,,ES-CN,ES
La Palma Airport,SPC,,ES-CN,ES
Gran Canaria Airport,LPA,LPA,ES-CN,ES
Lanzarote Airport,ACE,,ES-CN,ES
Tenerife South Airport,TFS,,ES-CN,ES
Gravatai Airport,GCV,,BR-RS,BR
Tenerife Norte Airport,TFN,TCI,ES-CN,ES
Ceuta Heliport,JCU,,ES-CE,ES
Melilla Airport,MLN,,ES-ML,ES
Gewoia Airport,GEW,,PG-NPP,PG
Sherbro International Airport,BTE,,SL-S,SL
Bo Airport,KBS,,SL-S,SL
Pope Field,GFD,,US-IN,US
Gbangbatok Airport,GBK,,SL-S,SL
Hastings Airport,HGS,FNA,SL-W,SL
Kabala Airport,KBA,,SL-N,SL
Kenema Airport,KEN,,SL-E,SL
Lungi International Airport,FNA,FNA,SL-N,SL
Yengema Airport,WYE,,SL-E,SL
Bubaque Airport,BQE,,GW-BL,GW
Osvaldo Vieira International Airport,OXB,,GW-BS,GW
Garachiné Airport,GHE,,PA-5,PA
Groennedal Heliport,JGR,,GL-U-A,GL
Akunaq Heliport,QCU,,GL-U-A,GL
Cape Palmas Airport,CPA,,LR-MY,LR
Greenville Sinoe Airport,SNI,,LR-SI,LR
Spriggs Payne Airport,MLW,MLW,LR-MO,LR
Nimba Airport,NIA,,LR-NI,LR
Gulgubip Airport,GLP,,PG-WHM,PG
Roberts International Airport,ROB,MLW,LR-MG,LR
Sasstown Airport,SAZ,,LR-GK,LR
Tchien Airport,THC,,LR-GG,LR
Voinjama Airport,VOI,,LR-LO,LR
Al Massira Airport,AGA,AGA,MA-AGD,MA
Tan Tan Airport,TTA,,MA-TNT,MA
Zagora Airport,OZG,,MA-TIZ,MA
Bouarfa Airport,UAR,,MA-FIG,MA
Saïss Airport,FEZ,FEZ,MA-FES,MA
Moulay Ali Cherif Airport,ERH,,MA-ERR,MA
Bassatine Airport,MEK,,MA-MEK,MA
Angads Airport,OUD,,MA-OUJ,MA
Smara Airport,SMW,,EH-U-A,EH
Ben Slimane Airport,GMD,,MA-CAS,MA
Anfa Airport,CAS,CAS,MA-CAS,MA
Rabat-Salé Airport,RBA,RBA,MA-RBA,MA
Sidi Ifni Xx Airport,SII,,MA-BAH,MA
Dakhla Airport,VIL,,EH-U-A,EH
Mogador Airport,ESU,,MA-ESI,MA
Hassan I Airport,EUN,,EH-U-A,EH
Mohammed V International Airport,CMN,CAS,MA-CAS,MA
Safi Airport,SFI,,MA-TIZ,MA
Nador International Airport,NDR,,MA-NAD,MA
Menara Airport,RAK,,MA-MAR,MA
Kenitra Airport,NNA,,MA-KEN,MA
Ouarzazate Airport,OZZ,,MA-OUA,MA
Cherif Al Idrissi Airport,AHU,,MA-HOC,MA
Saniat R'mel Airport,TTU,,MA-TET,MA
Ibn Batouta Airport,TNG,TNG,MA-TNG,MA
Goodnews Airport,GNU,GNU,US-AK,US
Gora Airstrip,GOC,,PG-NPP,PG
Kolda North Airport,KDA,,SN-KD,SN
Ziguinchor Airport,ZIG,,SN-ZG,SN
Cap Skirring Airport,CSK,,SN-ZG,SN
Kaolack Airport,KLC,,SN-FK,SN
Léopold Sédar Senghor International Airport,DKR,DKR,SN-DK,SN
Ouro Sogui Airport,MAX,,SN-SL,SN
Podor Airport,POD,,SN-SL,SN
Richard Toll Airport,RDT,,SN-SL,SN
Saint Louis Airport,XLS,,SN-SL,SN
Bakel Airport,BXE,,SN-TC,SN
Kédougou Airport,KGG,,SN-TC,SN
Simenti Airport,SMY,,SN-TC,SN
Tambacounda Airport,TUD,,SN-TC,SN
Aioun el Atrouss Airport,AEO,,MR-02,MR
Boutilimit Airport,OTL,,MR-06,MR
Tichitt Airport,THI,,MR-09,MR
Tidjikja Airport,TIY,,MR-09,MR
Abbaye Airport,BGH,,MR-05,MR
Kiffa Airport,KFA,,MR-03,MR
Timbedra Airport,TMD,,MR-01,MR
Néma Airport,EMN,,MR-01,MR
Akjoujt Airport,AJJ,,MR-12,MR
Kaédi Airport,KED,,MR-04,MR
Letfotar Airport,MOM,,MR-05,MR
Nouakchott International Airport,NKC,NKC,MR-NKC,MR
Sélibaby Airport,SEY,,MR-10,MR
Tamchakett Airport,THT,,MR-02,MR
Atar International Airport,ATR,,MR-07,MR
Fderik Airport,FGD,,MR-11,MR
Nouadhibou International Airport,NDB,,MR-08,MR
Tazadit Airport,OUZ,,MR-11,MR
Spetsai Airport,JSS,,GR-11,GR
Grand Cess Airport,GRC,,LR-GK,LR
Granite Mountain Air Station,GMT,,US-AK,US
Chiquimula Airport,CIQ,,GT-CQ,GT
Dos Lagunas Airport,DON,,GT-PE,GT
El Naranjo Airport,ENJ,,GT-PE,GT
Paso Caballos Airport,PCG,,GT-PE,GT
Las Vegas Airport,LCF,,GT-IZ,GT
El Petén Airport,TKM,,GT-PE,GT
Uaxactun Airport,UAX,,GT-PE,GT
Playa Grande Airport,PKJ,,GT-QC,GT
Kirawira B Aerodrome,GTZ,,TZ-13,TZ
Conakry Airport,CKY,CKY,GN-C,GN
Guriaso (Keraso) Airport,GUE,,PG-SAN,PG
Fria Airport,FIG,,GN-FR,GN
Faranah Airport,FAA,,GN-FA,GN
Kissidougou Airport,KSI,,GN-KS,GN
Labe Airport,LEK,,GN-LA,GN
Macenta Airport,MCA,,GN-MC,GN
Nzerekore Airport,NZE,,GN-NZ,GN
Boke Airport,BKJ,,GN-BK,GN
Sambailo Airport,SBI,,GN-KN,GN
Siguiri Airport,GII,,GN-SI,GN
Kankan Airport,KNN,,GN-KA,GN
Amílcar Cabral International Airport,SID,SID,CV-B,CV
Agostinho Neto Airport,NTO,,CV-B,CV
Rabil Airport,BVC,,CV-B,CV
Gordonsville Municipal Airport,GVE,,US-VA,US
Maio Airport,MMO,,CV-S,CV
Mosteiros Airport,MTI,,CV-S,CV
Praia International Airport,RAI,,CV-S,CV
São Filipe Airport,SFL,,CV-S,CV
Preguiça Airport,SNE,,CV-B,CV
São Pedro Airport,VXE,,CV-B,CV
Gnarowein Airport,GWN,,PG-MPL,PG
Gatow Airport,GWW,,DE-BE,DE
Bemichi Airport,BCG,,GY-BA,GY
Botopasi Airport,BTO,,SR-SI,SR
Djumu-Djomoe Airport,DOE,,SR-SI,SR
Ladouanie Airport,LDO,,SR-SI,SR
Washabo Airport,WSO,,SR-SI,SR
Addis Ababa Bole International Airport,ADD,ADD,ET-AA,ET
Arba Minch Airport,AMH,,ET-SN,ET
Axum Airport,AXU,,ET-TI,ET
Baco Airport,BCO,,ET-SN,ET
Bahir Dar Airport,BJR,,ET-AM,ET
Beica Airport,BEI,,ET-BE,ET
Degah Bur Airport,DGC,,ET-SO,ET
Combolcha Airport,DSE,,ET-AM,ET
Dembidollo Airport,DEM,,ET-GA,ET
Debra Marcos Airport,DBM,,ET-AM,ET
Aba Tenna Dejazmach Yilma International Airport,DIR,,ET-DD,ET
Debre Tabor Airport,DBT,,ET-AM,ET
Fincha Airport,FNH,,ET-OR,ET
Robe Airport,GOB,,ET-OR,ET
Ghinnir Airport,GNN,,ET-OR,ET
Gambella Airport,GMB,,ET-GA,ET
Gonder Airport,GDQ,,ET-AM,ET
Gode Airport,GDE,,ET-SO,ET
Gore Airport,GOR,,ET-GA,ET
Harar Meda Airport,QHR,,ET-OR,ET
Humera Airport,HUE,,ET-TI,ET
Wilwal International Airport,JIJ,,ET-SO,ET
Jimma Airport,JIM,,ET-OR,ET
Kabri Dehar Airport,ABK,,ET-SO,ET
Kelafo East Airport,LFO,,ET-SO,ET
Awassa Airport,AWA,,ET-OR,ET
Lalibella Airport,LLI,,ET-AM,ET
Mekane Selam Airport,MKS,,ET-AM,ET
Mekele Airport,MQX,,ET-TI,ET
Metema Airport,ETE,,ET-AM,ET
Mendi Airport,NDM,,ET-BE,ET
Mui River Airport,MUJ,,ET-SN,ET
Mizan Teferi Airport,MTF,,ET-GA,ET
Negele Airport,EGL,,ET-OR,ET
Nejjo Airport,NEJ,,ET-BE,ET
Nekemte Airport,NEK,,ET-OR,ET
Soddu Airport,SXU,,ET-OR,ET
Semera Airport,SZE,,ET-AF,ET
Asosa Airport,ASO,,ET-BE,ET
Tippi Airport,TIE,,ET-GA,ET
Waca Airport,WAC,,ET-OR,ET
Warder Airport,WRA,,ET-SO,ET
Haycock Airport,HAY,,US-AK,US
Hatzfeldhaven Airport,HAZ,,PG-MPM,PG
Bujumbura International Airport,BJM,BJM,BI-BJ,BI
Gitega Airport,GID,,BI-GI,BI
Kirundo Airport,KRE,,BI-U-A,BI
Alula Airport,ALU,,SO-BR,SO
Baidoa Airport,BIB,,SO-BY,SO
Candala Airport,CXN,,SO-BR,SO
Bardera Airport,BSY,,SO-GE,SO
Eil Airport,HCM,,SO-NU,SO
Bosaso Airport,BSA,,SO-BR,SO
Gardo Airport,GSR,,SO-BR,SO
Egal International Airport,HGA,,SO-WO,SO
Berbera Airport,BBO,,SO-WO,SO
Lugh Ganane Airport,LGX,,SO-GE,SO
Kisimayu Airport,KMU,,SO-JH,SO
Aden Adde International Airport,MGQ,,SO-BN,SO
Obbia Airport,CMO,,SO-MU,SO
Galcaio Airport,GLK,,SO-MU,SO
Scusciuban Airport,CMS,,SO-BR,SO
Erigavo Airport,ERA,,SO-SA,SO
Burao Airport,BUO,,SO-TO,SO
Djibouti-Ambouli Airport,JIB,JIB,DJ-DJ,DJ
Ali-Sabieh Airport,AII,,DJ-AS,DJ
Moucha Airport,MHI,,DJ-DJ,DJ
Obock Airport,OBC,,DJ-OB,DJ
Tadjoura Airport,TDJ,,DJ-TA,DJ
Siwa Oasis North Airport,SEW,,EG-MT,EG
El Minya Airport,EMY,,EG-MN,EG
El Alamein International Airport,DBB,,EG-MT,EG
El Arish International Airport,AAC,,EG-SIN,EG
Assiut International Airport,ATZ,,EG-WAD,EG
El Nouzha Airport,ALY,,EG-ALX,EG
Borg El Arab International Airport,HBE,,EG-ALX,EG
Abu Simbel Airport,ABS,,EG-ASN,EG
Cairo International Airport,CAI,CAI,EG-C,EG
Cairo West Airport,CWE,,EG-GZ,EG
Dakhla Airport,DAK,,EG-WAD,EG
Hurghada International Airport,HRG,,EG-BA,EG
El Gora Airport,EGH,,EG-SIN,EG
El Kharga Airport,UVL,,EG-WAD,EG
Luxor International Airport,LXR,LXR,EG-KN,EG
Marsa Alam International Airport,RMF,,EG-BA,EG
Sohag International Airport,HMB,,EG-SHG,EG
Mersa Matruh Airport,MUH,,EG-MT,EG
Haelogo Airport,HEO,,PG-CPM,PG
Shark El Oweinat International Airport,GSQ,,EG-WAD,EG
Port Said Airport,PSD,,EG-SHR,EG
St Catherine International Airport,SKV,,EG-JS,EG
Sharm El Sheikh International Airport,SSH,,EG-JS,EG
Aswan International Airport,ASW,ASW,EG-ASN,EG
Taba International Airport,TCP,,EG-SIN,EG
El Tor Airport,ELT,,EG-JS,EG
Hanchey Army (Fort Rucker) Heliport,HEY,,US-AL,US
"Paloich Airport, Heliport",HGI,,SS-23,SS
Tusi AHP (Hunter Liggett) Heliport,HGT,,US-CA,US
Asmara International Airport,ASM,ASM,ER-SK,ER
Massawa International Airport,MSW,,ER-SK,ER
Assab International Airport,ASA,,ER-DK,ER
Tessenei Airport,TES,,ER-GB,ER
Princeville Airport,HPV,,US-HI,US
Waikoloa Heliport,WKL,,US-HI,US
Lianshui Airport,HIA,,CN-32,CN
Shilavo Airport,HIL,,ET-SO,ET
Amboseli Airport,ASV,,KE-700,KE
Healy Lake Airport,HKB,,US-AK,US
Eldoret International Airport,EDL,,KE-700,KE
Eliye Springs Airport,EYS,,KE-700,KE
Kalokol Airport,KLK,,KE-700,KE
Garissa Airport,GAS,,KE-500,KE
Hola Airport,HOA,,KE-300,KE
Jomo Kenyatta International Airport,NBO,NBO,KE-110,KE
Kakamega Airport,GGM,,KE-900,KE
Kisumu Airport,KIS,,KE-600,KE
Kilaguni Airport,ILU,,KE-300,KE
Kericho Airport,KEY,,KE-700,KE
Kitale Airport,KTL,,KE-700,KE
Lokichoggio Airport,LKG,,KE-700,KE
Lodwar Airport,LOK,,KE-700,KE
Manda Airstrip,LAU,,KE-300,KE
Loyengalani Airport,LOY,,KE-400,KE
Mandera Airport,NDE,,KE-500,KE
Segel Airport,RBT,,KE-400,KE
Malindi Airport,MYD,,KE-300,KE
Mombasa Moi International Airport,MBA,MBA,KE-300,KE
Moyale Airport,OYL,,KE-400,KE
Nyeri Airport,NYE,,KE-200,KE
Nakuru Airport,NUU,,KE-700,KE
Nairobi Wilson Airport,WIL,NBO,KE-110,KE
Nanyuki Airport,NYK,,KE-200,KE
Samburu South Airport,UAS,,KE-400,KE
Ukunda Airstrip,UKA,,KE-300,KE
Wajir Airport,WJR,,KE-500,KE
Gardabya Airport,SRX,,LY-SR,LY
Gamal Abdel Nasser Airport,TOB,,LY-BU,LY
Ghat Airport,GHT,,LY-GT,LY
Kufra Airport,AKF,,LY-KF,LY
Benina International Airport,BEN,BEN,LY-BA,LY
Mitiga Airport,MJI,,LY-TB,LY
La Abraq Airport,LAQ,,LY-JA,LY
Sabha Airport,SEB,,LY-SB,LY
Tripoli International Airport,TIP,TIP,LY-TB,LY
Marsa Brega Airport,LMQ,,LY-WA,LY
Hon Airport,HUQ,,LY-JU,LY
Ghadames East Airport,LTD,,LY-NL,LY
Zwara Airport,WAX,,LY-NQ,LY
Tahneta Pass Airport,HNE,,US-AK,US
Nhon Co Airfield,HOO,,VN-U-A,VN
Sary Su Airport,HRC,,KZ-KAR,KZ
Gisenyi Airport,GYI,,RW-04,RW
Butare Airport,BTQ,,RW-05,RW
Kigali International Airport,KGL,KGL,RW-01,RW
Ruhengeri Airport,RHG,,RW-03,RW
Kamembe Airport,KME,,RW-04,RW
Atbara Airport,ATB,,SD-04,SD
El Debba Airport,EDB,,SD-01,SD
Dongola Airport,DOG,,SD-01,SD
Damazin Airport,RSS,,SD-24,SD
El Fasher Airport,ELF,,SD-02,SD
Azaza Airport,GSU,,SD-06,SD
Galegu Airport,DNX,,SD-25,SD
Geneina Airport,EGN,,SD-12,SD
Heglig Airport,HEG,,SD-13,SD
Kassala Airport,KSL,,SD-05,SD
Khashm El Girba Airport,GBU,,SD-06,SD
Kosti Airport,KST,,SD-08,SD
Kadugli Airport,KDX,,SD-13,SD
Rumbek Airport,RBX,,SS-18,SS
Merowe New Airport,MWE,,SD-01,SD
En Nahud Airport,NUD,,SD-09,SD
Nyala Airport,UYL,,SD-11,SD
New Halfa Airport,NHF,,SD-05,SD
El Obeid Airport,EBD,,SD-09,SD
Port Sudan New International Airport,PZU,,SD-26,SD
Juba International Airport,JUB,JUB,SS-17,SS
Malakal Airport,MAK,,SS-23,SS
Khartoum International Airport,KRT,,SD-03,SD
Wadi Halfa Airport,WHF,,SD-01,SD
Wau Airport,WUU,,SS-14,SS
Zalingei Airport,ZLX,,SD-12,SD
Arusha Airport,ARK,,TZ-01,TZ
Bukoba Airport,BKZ,,TZ-05,TZ
Julius Nyerere International Airport,DAR,DAR,TZ-02,TZ
Dodoma Airport,DOD,,TZ-03,TZ
Iringa Airport,IRI,,TZ-04,TZ
Kigoma Airport,TKQ,,TZ-08,TZ
Kilwa Masoko Airport,KIY,,TZ-12,TZ
Kilimanjaro International Airport,JRO,JRO,TZ-26,TZ
Kikwetu Airport,LDI,,TZ-12,TZ
Lake Manyara Airport,LKY,,TZ-26,TZ
Khatgal Airport,HTM,,MN-041,MN
Mafia Island Airport,MFA,,TZ-19,TZ
Mbeya Airport,MBI,,TZ-14,TZ
Mwadui Airport,MWN,,TZ-22,TZ
Masasi Airport,XMI,,TZ-17,TZ
Moshi Airport,QSI,,TZ-09,TZ
Mtwara Airport,MYW,,TZ-17,TZ
Musoma Airport,MUZ,,TZ-13,TZ
Mwanza Airport,MWZ,,TZ-18,TZ
Nachingwea Airport,NCH,,TZ-12,TZ
Njombe Airport,JOM,,TZ-04,TZ
Pemba Airport,PMA,,TZ-25,TZ
Seronera Airport,SEU,,TZ-13,TZ
Songea Airport,SGX,,TZ-21,TZ
Sumbawanga Airport,SUT,,TZ-20,TZ
Shinyanga Airport,SHY,,TZ-22,TZ
Tabora Airport,TBO,,TZ-24,TZ
Tanga Airport,TGT,,TZ-25,TZ
Abeid Amani Karume International Airport,ZNZ,ZNZ,TZ-07,TZ
Arua Airport,RUA,,UG-303,UG
Entebbe International Airport,EBB,EBB,UG-102,UG
Gulu Airport,ULU,,UG-304,UG
Jinja Airport,JIN,,UG-204,UG
Kololo Airstrip,KLA,,UG-102,UG
Kasese Airport,KSE,,UG-406,UG
Mbarara Airport,MBQ,,UG-410,UG
Masindi Airport,KCU,,UG-409,UG
Soroti Airport,SRT,,UG-211,UG
Tororo Airport,TRY,,UG-212,UG
Hawabango Airport,HWA,,PG-GPK,PG
Hollis Clark Bay Seaplane Base,HYL,,US-AK,US
Iboki Airport,IBI,,PG-WBK,PG
Indigo Bay Lodge Airport,IBL,,MZ-I,MZ
Sicogon Airstrip,ICO,,PH-ILI,PH
Blimbingsari Airport,BWX,,ID-JI,ID
Medan/Kuala Namu International Airport,KNO,,ID-SU,ID
Apalapsili Airport,AAS,,ID-PA,ID
Anggi Airport,AGD,,ID-IJ,ID
Gunung Batin Airport,AKQ,,ID-LA,ID
Ayawasi Airport,AYW,,ID-IJ,ID
Boalang Airport,BJG,,ID-ST,ID
Batom Airport,BXM,,ID-PA,ID
Dabra Airport,DRH,,ID-PA,ID
Elelim Airport,ELR,,ID-PA,ID
Ewer Airport,EWE,,ID-PA,ID
Kornasoren Airfield,FOO,,ID-PA,ID
Gag Island Airport,GAV,,ID-IJ,ID
Ilu Airport,IUL,,ID-PA,ID
Karubaga Airport,KBF,,ID-PA,ID
Kambuaya Airport,KBX,,ID-IJ,ID
Kamur Airport,KCD,,ID-PA,ID
Kon Airport,KCI,,TL-LA,TL
Keisah Airport,KEA,,ID-PA,ID
Kotabangun Airport,KOD,,ID-KI,ID
Departi Parbo Airport,KRC,,ID-JA,ID
Kelila Airport,LLN,,ID-PA,ID
Lewoleba Airport,LWE,,ID-NT,ID
Lunyuk Airport,LYK,,ID-NB,ID
Mangunjaya Airport,MJY,,ID-SS,ID
Masalembo Airport,MSI,,ID-JI,ID
Muting Airport,MUF,,ID-PA,ID
Banaina Airport,NAF,,ID-U-A,ID
Obano Airport,OBD,,ID-PA,ID
Pomala Airport,PUM,,ID-SG,ID
Purwokerto Airport,PWL,,ID-JT,ID
Sugimanuru Airport,RAQ,,ID-SG,ID
Rokot Airport,RKI,,ID-SB,ID
Yuruf Airport,RUF,,ID-PA,ID
Sangir Airport,SAE,,ID-NB,ID
Tumbang Samba Airport,TBM,,ID-U-A,ID
Tiom Airport,TMY,,ID-PA,ID
Senggo Airport,ZEG,,ID-PA,ID
Bilogai-Sugapa Airport,UGU,,ID-PA,ID
Indagen Airport,IDN,,PG-MPL,PG
Reeroe Airport,CHE,,IE-KY,IE
Ileg Airport,ILX,,PG-MPM,PG
Iamalele Airport,IMA,,PG-MBA,PG
Inhaminga Airport,IMG,,MZ-S,MZ
Vijayanagar Aerodrome (JSW),VDY,,IN-KA,IN
Jagdalpur Airport,JGB,,IN-CT,IN
Neyveli Airport,NVY,,IN-TN,IN
Rajouri Airport,RJI,,IN-JK,IN
Tezu Airport,TEI,,IN-AR,IN
Chinde Airport,INE,,MZ-Q,MZ
Iokea Airport,IOK,,PG-GPK,PG
Ioma Airport,IOP,,PG-NPP,PG
Khaneh Airport,KHA,,IR-02,IR
Gheshm Airport,GSM,,IR-23,IR
San Domino Island Heliport,TQR,,IT-75,IT
Itokama Airport,ITK,,PG-NPP,PG
Inus Airport,IUS,,PG-NSB,PG
Ivishak Airport,IVH,,US-AK,US
Viveros Island Airport,IVI,,PA-8,PA
Jiagedaqi Airport,JGD,,CN-23,CN
Jinchuan Airport,JIC,,CN-62,CN
Qianjiang Wulingshan Airport,JIQ,,CN-50,CN
Quartz Creek Airport,JLA,,US-AK,US
Commodore Center Heliport,JMC,,US-CA,US
Josephstaal Airport,JOP,,PG-MPM,PG
Pan Am Building Heliport,JPB,,US-NY,US
Pentagon Army Heliport,JPN,,US-DC,US
